id_procedimento,id_animal,carimbo_ts,data_do_procedimento,nome_do_profissional,tipo_de_evento,categoria_medicamento,nome_medicamento,categoria_vacina,nome_vacina,nome_cirurgia_realizada
7a0026c6,a6e5f34a,20/03/2026 10:41:14,20/03/2026,Victor,Castração,,,,,Castração Eletiva
e273079c,a6e5f34a,22/02/2026 16:15:07,22/02/2026,Victor,Consulta Veterinária,,,,,
879b082e,2dc919b1,01/03/2026 12:38:45,01/03/2026,Michelly,Vacina,,,Brucelose,Vacina Brucelose,
00f82441,68fa6a7b,26/05/2026 13:10:44,26/05/2026,Bruno,Cirurgia,,,,,Amputação
bd5f592f,68fa6a7b,02/04/2026 17:04:59,02/04/2026,Bruno,Castração,,,,,Castração Eletiva
d35ca9e1,0d71e9dc,21/10/2025 14:57:42,21/10/2025,Michelly,Cirurgia,,,,,Ortopedia
0a581431,0d71e9dc,29/09/2025 18:29:02,29/09/2025,Michelly,Consulta Veterinária,,,,,
e9cd8dba,0d71e9dc,24/10/2025 12:32:55,24/10/2025,Michelly,Castração,,,,,Castração Eletiva
5d30374d,6154d875,14/01/2026 10:06:29,14/01/2026,Aelton,Vacina,,,Antirrábica,Vacina Antirrábica Padrão,
d2f7021d,75a9dcc1,03/04/2026 11:23:39,03/04/2026,Bruno,Castração,,,,,Castração Eletiva
c07178ce,5004cdbc,28/11/2025 16:41:30,28/11/2025,Bruno,Medicamento,Anestésico / Sedativo,Cetamina,,,
049de05d,5004cdbc,01/01/2026 13:50:33,01/01/2026,Bruno,Castração,,,,,Castração Eletiva
980608dd,5004cdbc,06/09/2025 18:59:28,06/09/2025,Bruno,Cirurgia,,,,,Ortopedia
656c5fa7,57f6b643,27/02/2026 15:27:30,27/02/2026,Bruno,Consulta Veterinária,,,,,
f5aa8b87,57f6b643,11/09/2025 13:07:58,11/09/2025,Bruno,Castração,,,,,Castração Eletiva
32d399e2,57f6b643,22/04/2026 18:12:35,22/04/2026,Bruno,Consulta Veterinária,,,,,
0d43ba5f,57f6b643,29/09/2025 10:25:49,29/09/2025,Bruno,Castração,,,,,Castração Eletiva
d7d4887c,74150122,20/12/2025 11:26:59,20/12/2025,Aelton,Vacina,,,Reprodutiva,Vacina Específica,
45461b93,74150122,30/03/2026 16:16:21,30/03/2026,Aelton,Castração,,,,,Castração Eletiva
9f9a70c6,74150122,05/01/2026 17:07:48,05/01/2026,Aelton,Medicamento,Anestésico / Sedativo,Acepromazina,,,
740287d1,91bb7a1a,09/04/2026 11:55:00,09/04/2026,Victor,Medicamento,Anestésico / Sedativo,Propofol,,,
55c12cce,91bb7a1a,25/05/2026 15:27:25,25/05/2026,Victor,Cirurgia,,,,,Ortopedia
3bf9b98a,91bb7a1a,21/12/2025 08:12:27,21/12/2025,Victor,Castração,,,,,Castração Eletiva
c1edc3de,3a14c968,30/05/2026 11:52:29,30/05/2026,Michelly,Medicamento,Antiviral,Aciclovir,,,
b24f512d,3a14c968,06/06/2026 17:15:34,06/06/2026,Michelly,Castração,,,,,Castração Eletiva
ddc7c1b5,3a14c968,12/06/2026 13:45:13,12/06/2026,Michelly,Consulta Veterinária,,,,,
c08d7c45,3a14c968,04/06/2026 15:52:50,04/06/2026,Michelly,Vacina,,,Cinomose,Vacina Cinomose (Isolada),
555347ec,c7c3c8d9,30/03/2026 09:03:29,30/03/2026,Victor,Cirurgia,,,,,Ortopedia
205c9bd7,3553d02c,04/04/2026 08:01:43,04/04/2026,Aelton,Medicamento,Antiparasitário interno,Bravecto,,,
81e2a3ff,3553d02c,14/04/2026 10:22:24,14/04/2026,Aelton,Consulta Veterinária,,,,,
b9fd1640,3553d02c,16/01/2026 11:27:01,16/01/2026,Aelton,Medicamento,Antialérgico,Apoquel,,,
91c769ca,40acdf9a,25/04/2026 12:37:22,25/04/2026,Michelly,Cirurgia,,,,,Amputação
c1ce38a0,40acdf9a,24/12/2025 10:59:07,24/12/2025,Michelly,Medicamento,Antiviral,Aciclovir,,,
384ab5ee,40acdf9a,27/04/2026 14:30:39,27/04/2026,Michelly,Castração,,,,,Castração Eletiva
4e1e3054,40acdf9a,16/01/2026 18:01:45,16/01/2026,Michelly,Vacina,,,Panleucopenia,Vacina Panleucopenia,
998f64e6,a8f7cad9,12/04/2026 08:30:53,12/04/2026,Bruno,Cirurgia,,,,,Amputação
299e7f22,a8f7cad9,23/01/2026 16:37:04,23/01/2026,Bruno,Medicamento,Suplementos / Vitaminas,Cálcio,,,
81bf7543,07900215,10/04/2026 15:28:45,10/04/2026,Michelly,Consulta Veterinária,,,,,
b5a2141b,0c1bb650,05/04/2026 08:11:31,05/04/2026,Aelton,Cirurgia,,,,,Amputação
dacfcc9b,0c1bb650,28/03/2026 14:13:54,28/03/2026,Aelton,Medicamento,Outro,Soro Fisiológico,,,
2221b320,49563c5d,04/05/2026 11:01:49,04/05/2026,Bruno,Cirurgia,,,,,Remoção de Nódulo
dd21be8f,202ada2c,11/05/2026 17:35:20,11/05/2026,Michelly,Cirurgia,,,,,Remoção de Nódulo
08e6a8b2,6acf9957,12/06/2026 12:21:09,12/06/2026,Michelly,Cirurgia,,,,,Ortopedia
03f3a0ad,7f17c10d,23/03/2026 12:39:50,23/03/2026,Victor,Cirurgia,,,,,Amputação
1311c0d9,7f17c10d,08/06/2026 15:23:47,08/06/2026,Victor,Consulta Veterinária,,,,,
9d59ce66,7f17c10d,30/05/2026 16:15:04,30/05/2026,Victor,Vacina,,,Newcastle,Vacina Newcastle,
e000f6d2,7f17c10d,04/05/2026 18:34:09,04/05/2026,Victor,Cirurgia,,,,,Ortopedia
bdd0b080,12055324,23/04/2026 15:53:40,23/04/2026,Victor,Vacina,,,Tétano,Toxoide Tetânico,
0c2ddfe6,12055324,25/04/2026 15:43:45,25/04/2026,Victor,Castração,,,,,Castração Eletiva
9016fefc,12055324,31/05/2026 09:22:25,31/05/2026,Victor,Medicamento,Cardiológico,Pimobendan,,,
d4663497,11e45768,30/05/2026 14:28:44,30/05/2026,Michelly,Vacina,,,Polivalente,V5 Felina,
1d889204,5190bc71,02/11/2025 08:00:03,02/11/2025,Michelly,Cirurgia,,,,,Amputação
9ca899aa,5190bc71,08/06/2026 11:34:04,08/06/2026,Michelly,Castração,,,,,Castração Eletiva
4b2706f4,9aa2e300,25/04/2026 18:40:33,25/04/2026,Aelton,Medicamento,Antifúngico,Cetoconazol,,,
dbe7ff94,9aa2e300,14/05/2026 14:15:01,14/05/2026,Aelton,Vacina,,,Gastrointestinal,Vacina Giárdia,
b21aae03,9aa2e300,16/04/2026 10:59:14,16/04/2026,Aelton,Cirurgia,,,,,Remoção de Nódulo
1d583c93,5115f641,10/06/2026 13:45:24,10/06/2026,Bruno,Consulta Veterinária,,,,,
2bf47bc1,5115f641,01/12/2025 18:19:52,01/12/2025,Bruno,Castração,,,,,Castração Eletiva
5c4b31aa,e3081f3e,13/06/2026 09:32:22,13/06/2026,Bruno,Consulta Veterinária,,,,,
371e81ab,02d7ebc7,13/03/2026 16:59:35,13/03/2026,Victor,Cirurgia,,,,,Remoção de Nódulo
31c72f2b,02d7ebc7,15/04/2026 17:49:39,15/04/2026,Victor,Castração,,,,,Castração Eletiva
c4a88336,c2dc738d,14/04/2026 11:45:59,14/04/2026,Bruno,Vacina,,,Brucelose,Vacina Brucelose,
6695494a,830a6aee,25/05/2026 08:21:36,25/05/2026,Bruno,Castração,,,,,Castração Eletiva
a581dc49,830a6aee,19/05/2026 13:04:11,19/05/2026,Bruno,Consulta Veterinária,,,,,
e6bfeea4,830a6aee,30/05/2026 15:46:32,30/05/2026,Bruno,Vacina,,,Rinotraqueíte,Vacina Rinotraqueíte,
4109f575,830a6aee,28/05/2026 10:59:56,28/05/2026,Bruno,Castração,,,,,Castração Eletiva
f2c8773c,c7084c07,05/02/2026 17:01:37,05/02/2026,Bruno,Castração,,,,,Castração Eletiva
c561972b,c7084c07,12/09/2025 11:32:12,12/09/2025,Bruno,Consulta Veterinária,,,,,
418e6729,c7084c07,03/11/2025 13:19:31,03/11/2025,Bruno,Castração,,,,,Castração Eletiva
6cd67592,9e571c64,05/02/2026 15:00:24,05/02/2026,Victor,Vacina,,,Cinomose,Vacina Cinomose (Isolada),
ef40d123,9e571c64,08/01/2026 16:01:09,08/01/2026,Victor,Cirurgia,,,,,Amputação
408be910,9e571c64,06/06/2026 15:44:27,06/06/2026,Victor,Consulta Veterinária,,,,,
8b9f351c,9e571c64,05/05/2026 12:50:38,05/05/2026,Victor,Cirurgia,,,,,Castração Emergencial
738e9907,b04d209b,01/12/2025 13:29:32,01/12/2025,Michelly,Vacina,,,Rinotraqueíte,Vacina Rinotraqueíte,
1178a357,b04d209b,19/08/2025 09:43:17,19/08/2025,Michelly,Castração,,,,,Castração Eletiva
c868be08,b04d209b,13/01/2026 16:46:03,13/01/2026,Michelly,Cirurgia,,,,,Remoção de Nódulo
228b3204,e1af038f,24/03/2026 09:12:35,24/03/2026,Michelly,Cirurgia,,,,,Ortopedia
fe06ae5c,e1af038f,03/03/2026 15:09:40,03/03/2026,Michelly,Consulta Veterinária,,,,,
b0b3344b,e1af038f,07/04/2026 16:04:34,07/04/2026,Michelly,Cirurgia,,,,,Ortopedia
766215f8,e1af038f,27/02/2026 12:30:53,27/02/2026,Michelly,Cirurgia,,,,,Remoção de Nódulo
5f99b5de,d1353c05,26/05/2026 17:40:49,26/05/2026,Victor,Castração,,,,,Castração Eletiva
06c6661e,d1353c05,09/06/2026 10:28:38,09/06/2026,Victor,Consulta Veterinária,,,,,
0af85b3b,d1353c05,27/05/2026 16:13:40,27/05/2026,Victor,Medicamento,Cardiológico,Enalapril,,,
212f03ad,5462cce9,06/04/2026 13:26:51,06/04/2026,Victor,Cirurgia,,,,,Remoção de Nódulo
b935ba8b,5462cce9,07/03/2026 12:36:03,07/03/2026,Victor,Consulta Veterinária,,,,,
fcb8dd71,5462cce9,25/02/2026 08:31:01,25/02/2026,Victor,Castração,,,,,Castração Eletiva
4ec3be6f,5462cce9,24/05/2026 17:50:44,24/05/2026,Victor,Castração,,,,,Castração Eletiva
b1b1b72c,c860b1cb,07/12/2025 15:48:14,07/12/2025,Bruno,Castração,,,,,Castração Eletiva
75051f1c,c860b1cb,30/11/2025 09:21:51,30/11/2025,Bruno,Vacina,,,Calicivirose,Vacina Calicivirose,
13b62256,c860b1cb,16/12/2025 13:06:13,16/12/2025,Bruno,Vacina,,,Respiratória,Vacina Gripe Canina (Bordetella),
094ebf01,c860b1cb,29/10/2025 12:47:31,29/10/2025,Bruno,Castração,,,,,Castração Eletiva
ae48ef76,32f4346f,11/04/2026 18:04:55,11/04/2026,Aelton,Castração,,,,,Castração Eletiva
f07b9872,32f4346f,18/02/2026 18:24:10,18/02/2026,Aelton,Medicamento,Anestésico / Sedativo,Acepromazina,,,
8d713a12,32f4346f,10/04/2026 17:15:31,10/04/2026,Aelton,Consulta Veterinária,,,,,
873f7096,32f4346f,11/03/2026 09:13:47,11/03/2026,Aelton,Vacina,,,Rinotraqueíte,Vacina Rinotraqueíte,
8848090b,7eb6b251,06/05/2026 12:34:05,06/05/2026,Michelly,Consulta Veterinária,,,,,
ae371a5e,7eb6b251,16/05/2026 14:27:41,16/05/2026,Michelly,Cirurgia,,,,,Remoção de Nódulo
cda68e4a,1c15cd7d,26/10/2025 10:27:57,26/10/2025,Michelly,Consulta Veterinária,,,,,
9769a923,1c15cd7d,27/04/2026 09:44:14,27/04/2026,Michelly,Cirurgia,,,,,Ortopedia
1251feb3,068ae551,13/06/2026 15:47:22,13/06/2026,Aelton,Medicamento,Antiparasitário interno,Bravecto,,,
5ecb26e7,358475e5,13/05/2026 16:47:40,13/05/2026,Victor,Consulta Veterinária,,,,,
f264d8e1,358475e5,17/02/2026 14:11:33,17/02/2026,Victor,Castração,,,,,Castração Eletiva
7cfba11e,358475e5,29/12/2025 16:45:27,29/12/2025,Victor,Vacina,,,Clostridial,Polivalente Clostridial,
baf5aa25,859c4e29,12/02/2026 09:13:46,12/02/2026,Bruno,Cirurgia,,,,,Amputação
faca22a8,859c4e29,13/01/2026 13:13:49,13/01/2026,Bruno,Vacina,,,Parvovirose,Vacina Parvovirose (Isolada),
e6054a45,859c4e29,27/11/2025 09:55:14,27/11/2025,Bruno,Consulta Veterinária,,,,,
23b04f8e,d7d1332d,06/02/2026 08:48:59,06/02/2026,Aelton,Castração,,,,,Castração Eletiva
1f4cf3a6,ae909a11,14/02/2026 11:31:14,14/02/2026,Bruno,Vacina,,,Tétano,Toxoide Tetânico,
8eb9ca16,ae909a11,08/10/2025 15:18:28,08/10/2025,Bruno,Cirurgia,,,,,Castração Emergencial
0b1965f7,ae909a11,16/04/2026 10:12:47,16/04/2026,Bruno,Castração,,,,,Castração Eletiva
0584da23,ae909a11,01/09/2025 12:19:55,01/09/2025,Bruno,Medicamento,Dermatológico,Pomada Cicatrizante,,,
d2306cf7,453a120e,27/03/2026 12:25:30,27/03/2026,Michelly,Consulta Veterinária,,,,,
9082d3c1,453a120e,07/06/2026 12:39:07,07/06/2026,Michelly,Consulta Veterinária,,,,,
18259739,453a120e,10/03/2026 09:21:29,10/03/2026,Michelly,Medicamento,Oftálmico,Colírio Tobramicina,,,
3bf98a75,453a120e,06/06/2026 10:12:29,06/06/2026,Michelly,Consulta Veterinária,,,,,
136aa57d,0e17ffa1,26/10/2025 10:49:41,26/10/2025,Aelton,Cirurgia,,,,,Remoção de Nódulo
784152c5,0e17ffa1,21/02/2026 14:36:49,21/02/2026,Aelton,Consulta Veterinária,,,,,
deb897aa,0e17ffa1,22/09/2025 11:03:27,22/09/2025,Aelton,Medicamento,Anti-inflamatórios / Analgésico,Carprofeno,,,
d40613e1,5bc8d90b,04/03/2026 09:13:59,04/03/2026,Michelly,Castração,,,,,Castração Eletiva
8a7f3fb2,5bc8d90b,27/03/2026 13:35:37,27/03/2026,Michelly,Medicamento,Gastrointestinal,Sucralfato,,,
c0743a8a,5bc8d90b,18/02/2026 09:27:23,18/02/2026,Michelly,Vacina,,,Influenza,Vacina Influenza Equina/Aviária,
145af33e,018945a3,21/04/2026 15:47:32,21/04/2026,Victor,Cirurgia,,,,,Remoção de Nódulo
7d9ae2e4,431902ee,14/04/2026 17:02:43,14/04/2026,Aelton,Vacina,,,Gastrointestinal,Vacina Giárdia,
20130380,431902ee,20/02/2026 15:58:03,20/02/2026,Aelton,Consulta Veterinária,,,,,
4d2e571b,431902ee,08/12/2025 13:26:00,08/12/2025,Aelton,Cirurgia,,,,,Remoção de Nódulo
bf767374,8d3e587a,14/06/2026 09:14:51,14/06/2026,Victor,Vacina,,,Cinomose,Vacina Cinomose (Isolada),
64fd4664,8d3e587a,13/06/2026 15:40:59,13/06/2026,Victor,Consulta Veterinária,,,,,
84a00508,8d3e587a,11/06/2026 14:27:02,11/06/2026,Victor,Medicamento,Antifúngico,Cetoconazol,,,
bb4cca76,8d3e587a,24/05/2026 13:50:35,24/05/2026,Victor,Medicamento,Gastrointestinal,Sucralfato,,,
f50a125e,6c83fe64,18/05/2026 10:25:21,18/05/2026,Bruno,Consulta Veterinária,,,,,
d9885895,6c83fe64,14/05/2026 15:48:13,14/05/2026,Bruno,Consulta Veterinária,,,,,
3402a98b,6c83fe64,05/05/2026 14:40:58,05/05/2026,Bruno,Medicamento,Anti-inflamatórios / Analgésico,Prednisolona,,,
d80d729d,6c83fe64,25/05/2026 10:15:01,25/05/2026,Bruno,Consulta Veterinária,,,,,
f4d2761c,3205154d,11/12/2025 15:37:53,11/12/2025,Aelton,Vacina,,,Marek,Vacina Doença de Marek,
3ab3b9ed,3205154d,12/04/2026 13:49:34,12/04/2026,Aelton,Vacina,,,Tétano,Soro Antitetânico,
cb9d91e2,3205154d,04/05/2026 18:10:16,04/05/2026,Aelton,Medicamento,Oftálmico,Pomada Oftálmica,,,
3e1375ac,d9b181b9,14/03/2026 12:18:55,14/03/2026,Bruno,Consulta Veterinária,,,,,
b80cc3b2,32735cbe,26/09/2025 14:19:59,26/09/2025,Victor,Castração,,,,,Castração Eletiva
cb785922,32735cbe,22/01/2026 09:13:07,22/01/2026,Victor,Vacina,,,Calicivirose,Vacina Calicivirose,
da61823c,0f5f9747,08/01/2026 18:04:16,08/01/2026,Victor,Castração,,,,,Castração Eletiva
4d0a59f2,0f5f9747,08/12/2025 08:27:00,08/12/2025,Victor,Castração,,,,,Castração Eletiva
0bd9f5d4,0f5f9747,16/04/2026 12:10:59,16/04/2026,Victor,Cirurgia,,,,,Remoção de Nódulo
fd228f1d,0f5f9747,11/03/2026 17:50:30,11/03/2026,Victor,Consulta Veterinária,,,,,
d512c7b9,58ebdc5a,28/10/2025 13:39:31,28/10/2025,Victor,Medicamento,Anestésico / Sedativo,Acepromazina,,,
0ecffd7e,58ebdc5a,01/02/2026 12:38:07,01/02/2026,Victor,Medicamento,Gastrointestinal,Omeprazol,,,
02cc21ef,58ebdc5a,14/09/2025 14:05:00,14/09/2025,Victor,Medicamento,Antiparasitário interno,Simparic,,,
a3aa2e40,5b2f865b,07/05/2026 08:58:44,07/05/2026,Michelly,Medicamento,Gastrointestinal,Sucralfato,,,
fa98462e,5b2f865b,17/03/2026 09:32:49,17/03/2026,Michelly,Consulta Veterinária,,,,,
ba20a4a2,713aac0f,13/12/2025 18:20:16,13/12/2025,Aelton,Vacina,,,Polivalente,V4 Felina,
0643308c,713aac0f,28/01/2026 12:47:37,28/01/2026,Aelton,Consulta Veterinária,,,,,
fe370eab,340292cc,12/06/2026 13:53:10,12/06/2026,Michelly,Cirurgia,,,,,Remoção de Nódulo
e5366713,340292cc,18/05/2026 15:53:16,18/05/2026,Michelly,Cirurgia,,,,,Remoção de Nódulo
65d0fb0f,340292cc,29/03/2026 15:28:38,29/03/2026,Michelly,Cirurgia,,,,,Remoção de Nódulo
29dd8155,dc19b4a9,27/04/2026 13:19:48,27/04/2026,Bruno,Medicamento,Anti-inflamatórios / Analgésico,Prednisolona,,,
683ebe76,dc19b4a9,28/05/2026 12:25:05,28/05/2026,Bruno,Cirurgia,,,,,Amputação
cf794ad7,dc19b4a9,13/02/2026 08:48:14,13/02/2026,Bruno,Medicamento,Suplementos / Vitaminas,Vitamina B12,,,
79c4ce54,dc19b4a9,06/03/2026 14:12:51,06/03/2026,Bruno,Castração,,,,,Castração Eletiva
294b8fdc,0132afad,01/04/2026 12:55:45,01/04/2026,Bruno,Consulta Veterinária,,,,,
3772a7f1,0132afad,19/04/2026 12:10:53,19/04/2026,Bruno,Cirurgia,,,,,Amputação
79b15b52,0132afad,01/05/2026 09:32:42,01/05/2026,Bruno,Cirurgia,,,,,Amputação
68eeecfd,0132afad,20/04/2026 13:21:00,20/04/2026,Bruno,Cirurgia,,,,,Castração Emergencial
d6e3bc63,47ab850c,01/04/2026 16:05:12,01/04/2026,Michelly,Consulta Veterinária,,,,,
21c2cc8f,9244ca66,28/11/2025 17:33:44,28/11/2025,Michelly,Medicamento,Gastrointestinal,Omeprazol,,,
62012a23,9244ca66,25/11/2025 17:29:27,25/11/2025,Michelly,Castração,,,,,Castração Eletiva
d7871c00,9244ca66,03/04/2026 16:46:01,03/04/2026,Michelly,Consulta Veterinária,,,,,
e2dfbbe4,7c27a993,02/05/2026 08:41:51,02/05/2026,Bruno,Cirurgia,,,,,Ortopedia
750f47a1,7c27a993,23/04/2026 09:26:26,23/04/2026,Bruno,Cirurgia,,,,,Ortopedia
614eb19a,7c27a993,05/06/2026 12:18:59,05/06/2026,Bruno,Vacina,,,Marek,Vacina Doença de Marek,
6b669a64,7c27a993,23/04/2026 18:40:09,23/04/2026,Bruno,Vacina,,,Leptospirose,Vacina Leptospirose (Isolada),
9cca0de8,7039cf2e,09/03/2026 12:01:29,09/03/2026,Aelton,Cirurgia,,,,,Ortopedia
99c237b4,7039cf2e,10/03/2026 12:37:15,10/03/2026,Aelton,Castração,,,,,Castração Eletiva
16477bb2,7039cf2e,15/04/2026 16:15:37,15/04/2026,Aelton,Consulta Veterinária,,,,,
73a01c0a,7039cf2e,02/05/2026 12:33:23,02/05/2026,Aelton,Consulta Veterinária,,,,,
eb0e495e,2b26df51,22/02/2026 11:39:06,22/02/2026,Aelton,Consulta Veterinária,,,,,
0f96bd00,2b26df51,29/10/2025 12:08:26,29/10/2025,Aelton,Cirurgia,,,,,Ortopedia
859a011a,2b26df51,02/06/2026 15:34:37,02/06/2026,Aelton,Castração,,,,,Castração Eletiva
bf2045e5,2b26df51,23/12/2025 08:04:38,23/12/2025,Aelton,Consulta Veterinária,,,,,
d5bd7ef3,4db64208,27/04/2026 11:37:45,27/04/2026,Aelton,Cirurgia,,,,,Remoção de Nódulo
3bb57318,70fe56ed,06/12/2025 09:56:16,06/12/2025,Victor,Medicamento,Respiratório,Aminofilina,,,
a49d8803,3ca1ae6e,11/05/2026 11:53:21,11/05/2026,Bruno,Medicamento,Antifúngico,Itraconazol,,,
35cdb4a5,3ca1ae6e,10/03/2026 18:55:55,10/03/2026,Bruno,Consulta Veterinária,,,,,
c12eb3a7,3ca1ae6e,17/04/2026 17:53:26,17/04/2026,Bruno,Medicamento,Outro,Glicose,,,
306349ae,3ca1ae6e,24/04/2026 17:28:31,24/04/2026,Bruno,Vacina,,,Panleucopenia,Vacina Panleucopenia,
db63c414,9e78eef2,07/05/2026 17:07:05,07/05/2026,Michelly,Vacina,,,Rinotraqueíte,Vacina Rinotraqueíte,
175f4f45,9e78eef2,28/12/2025 16:57:44,28/12/2025,Michelly,Consulta Veterinária,,,,,
37545e22,9e78eef2,04/06/2026 11:02:08,04/06/2026,Michelly,Cirurgia,,,,,Remoção de Nódulo
766c9f00,be9ea905,08/02/2026 16:43:48,08/02/2026,Victor,Castração,,,,,Castração Eletiva
bf2607eb,be9ea905,21/02/2026 08:51:12,21/02/2026,Victor,Castração,,,,,Castração Eletiva
caf6fbaf,be9ea905,31/03/2026 17:19:53,31/03/2026,Victor,Cirurgia,,,,,Amputação
456a6cdd,be9ea905,27/01/2026 18:55:27,27/01/2026,Victor,Vacina,,,Newcastle,Vacina Newcastle,
b014fb48,c5f0363d,15/05/2026 14:00:18,15/05/2026,Victor,Castração,,,,,Castração Eletiva
f2061a1c,c5f0363d,03/06/2026 11:57:32,03/06/2026,Victor,Vacina,,,Respiratória,Vacina Gripe Canina (Bordetella),
955691f8,85298825,01/11/2025 12:02:43,01/11/2025,Michelly,Castração,,,,,Castração Eletiva
eb8fccb5,85298825,14/03/2026 11:51:40,14/03/2026,Michelly,Medicamento,Antifúngico,Cetoconazol,,,
a5f67019,555ee0e3,09/06/2026 11:20:12,09/06/2026,Bruno,Cirurgia,,,,,Remoção de Nódulo
f607b208,555ee0e3,04/06/2026 09:52:35,04/06/2026,Bruno,Consulta Veterinária,,,,,
826f3dc0,706f5b5b,06/10/2025 16:55:44,06/10/2025,Bruno,Vacina,,,Clostridial,Polivalente Clostridial,
6e347178,706f5b5b,15/02/2026 13:17:53,15/02/2026,Bruno,Castração,,,,,Castração Eletiva
dadf78e9,262352d4,02/04/2026 18:11:26,02/04/2026,Victor,Consulta Veterinária,,,,,
4ae51c01,262352d4,01/12/2025 15:22:32,01/12/2025,Victor,Castração,,,,,Castração Eletiva
045126ba,262352d4,01/05/2026 14:13:51,01/05/2026,Victor,Medicamento,Cardiológico,Pimobendan,,,
c2f3d4e7,f90a5bef,30/01/2026 10:04:22,30/01/2026,Victor,Castração,,,,,Castração Eletiva
2fbfe1d8,f1087890,10/05/2026 15:12:04,10/05/2026,Bruno,Vacina,,,Rinotraqueíte,Vacina Rinotraqueíte,
a2c2ef53,f1087890,11/05/2026 09:59:56,11/05/2026,Bruno,Cirurgia,,,,,Castração Emergencial
692f1347,cf9eafbb,09/11/2025 11:54:34,09/11/2025,Victor,Medicamento,Antialérgico,Loratadina,,,
b719f416,5d2d72c5,14/05/2026 08:42:02,14/05/2026,Michelly,Vacina,,,Cinomose,Vacina Cinomose (Isolada),
7e7a4286,5d2d72c5,12/05/2026 09:33:13,12/05/2026,Michelly,Castração,,,,,Castração Eletiva
488c892f,5d2d72c5,09/04/2026 16:02:27,09/04/2026,Michelly,Cirurgia,,,,,Ortopedia
9c6602b9,b2880b70,17/01/2026 16:42:10,17/01/2026,Aelton,Consulta Veterinária,,,,,
197c0f89,b2880b70,12/02/2026 13:43:01,12/02/2026,Aelton,Vacina,,,Influenza,Vacina Influenza Equina/Aviária,
b4b71454,b2880b70,30/04/2026 10:42:53,30/04/2026,Aelton,Consulta Veterinária,,,,,
0c0edfe2,d8f966be,16/05/2026 09:47:53,16/05/2026,Aelton,Castração,,,,,Castração Eletiva
7cc53622,8c4b2bbe,31/05/2026 13:43:21,31/05/2026,Bruno,Consulta Veterinária,,,,,
73f83390,8c4b2bbe,12/04/2026 16:00:21,12/04/2026,Bruno,Cirurgia,,,,,Remoção de Nódulo
4255850c,8c4b2bbe,27/03/2026 17:31:36,27/03/2026,Bruno,Medicamento,Outro,Soro Fisiológico,,,
803dcf60,8c4b2bbe,05/01/2026 12:31:22,05/01/2026,Bruno,Castração,,,,,Castração Eletiva
3360a398,4e27aa6d,16/03/2026 11:15:37,16/03/2026,Bruno,Castração,,,,,Castração Eletiva
c386f5c8,4e27aa6d,28/04/2026 10:34:48,28/04/2026,Bruno,Cirurgia,,,,,Ortopedia
125e1187,61c77649,02/05/2026 18:07:10,02/05/2026,Bruno,Cirurgia,,,,,Remoção de Nódulo
05721db9,61c77649,14/03/2026 08:22:45,14/03/2026,Bruno,Vacina,,,Influenza,Vacina Influenza Equina/Aviária,
eb9944ba,61c77649,05/12/2025 12:32:07,05/12/2025,Bruno,Vacina,,,Influenza,Vacina Influenza Equina/Aviária,
9a7d1e11,61c77649,03/09/2025 16:18:50,03/09/2025,Bruno,Vacina,,,Polivalente,V8,
06bb046d,64642d73,10/03/2026 16:49:02,10/03/2026,Aelton,Consulta Veterinária,,,,,
50002014,64642d73,14/03/2026 10:40:25,14/03/2026,Aelton,Medicamento,Antifúngico,Itraconazol,,,
4aff372c,64642d73,21/04/2026 09:14:43,21/04/2026,Aelton,Castração,,,,,Castração Eletiva
51d3a5a9,64642d73,07/04/2026 08:25:35,07/04/2026,Aelton,Medicamento,Hormônio,Insulina,,,
717956fd,8c266363,29/12/2025 08:10:55,29/12/2025,Bruno,Cirurgia,,,,,Amputação
b0e14829,8c266363,08/06/2026 10:48:36,08/06/2026,Bruno,Castração,,,,,Castração Eletiva
b2165ab8,52034afb,24/05/2026 09:45:04,24/05/2026,Victor,Vacina,,,Influenza,Vacina Influenza Equina/Aviária,
0489d5af,52034afb,27/04/2026 17:31:05,27/04/2026,Victor,Cirurgia,,,,,Castração Emergencial
96f842e5,52034afb,31/05/2026 18:59:36,31/05/2026,Victor,Vacina,,,Gastrointestinal,Vacina Giárdia,
c4210863,52034afb,12/06/2026 18:02:52,12/06/2026,Victor,Castração,,,,,Castração Eletiva
5647d874,5d05d83c,31/05/2026 09:05:55,31/05/2026,Aelton,Vacina,,,Rinotraqueíte,Vacina Rinotraqueíte,
5d811798,5d05d83c,21/05/2026 13:00:34,21/05/2026,Aelton,Cirurgia,,,,,Remoção de Nódulo
7cfa9ba3,7a2ea127,20/05/2026 13:38:47,20/05/2026,Bruno,Vacina,,,Clostridial,Polivalente Clostridial,
fd4e9cae,7a2ea127,03/03/2026 12:54:49,03/03/2026,Bruno,Castração,,,,,Castração Eletiva
a0d313db,a8ac996f,31/10/2025 08:57:09,31/10/2025,Victor,Vacina,,,Influenza,Vacina Influenza Equina/Aviária,
6f2f565c,a8ac996f,05/03/2026 16:31:57,05/03/2026,Victor,Medicamento,Ontológico,Limpador Auricular,,,
4fb3c8fe,6518cb62,02/03/2026 09:04:16,02/03/2026,Bruno,Vacina,,,Parvovirose,Vacina Parvovirose (Isolada),
